-0.037510876	0.9700777
2.183042384	0.02903269
1.695755447	0.0899322
-3.847096727	0.000119526
0.863789549	0.3877035
-2.366358149	0.01796406
0.424959847	0.6708659
-4.512985728	6.39213E-06
-1.132080856	0.2576004
-0.697287328	0.485623
-0.713867109	0.4753094
-1.935059889	0.05298295
-0.490902088	0.6234957
-3.183516627	0.001454978
-0.807353453	0.4194629
-0.62404869	0.5325956
-2.867044171	0.004143252
0.160236175	0.872695
4.613195895	3.96524E-06
0.246816181	0.8050505
-3.807509213	0.000140374
-3.15685655	0.001594798
-0.292101863	0.7702087
-5.318449049	1.04656E-07
-6.562508448	5.291E-11
-4.505850887	6.61075E-06
-0.304755642	0.7605523
-0.545947665	0.5851019
2.388565258	0.0169143
1.927846324	0.05387424
2.781562154	0.005409797
1.453056759	0.146208
4.532493538	5.82915E-06
-2.465880831	0.01366768
-1.604965908	0.1085013
-0.949834977	0.3421961
2.303460162	0.02125297
-0.070957156	0.9434319
2.241267111	0.02500878
-4.133634036	3.57072E-05
-5.624768678	1.85757E-08
-1.047020408	0.2950902
2.749626256	0.005966327
2.937126697	0.003312687
-2.850390879	0.004366553
-3.956581931	7.60298E-05
